order_id,customer_id,order_date,city,total_amount
44,1362,2023-12-13,New York,200.79068766076807
45,1798,2023-02-17,Houston,189.2990792013686
46,1070,2023-08-24,San Francisco,380.6637812028629
47,1561,2023-12-04,Chicago,404.6089380579177
48,1840,2023-02-07,Chicago,297.48247772809174
49,1639,2023-08-24,Houston,172.28131568976735
50,1095,2023-06-28,San Francisco,171.07233707203872
51,1276,2023-12-14,Los Angeles,478.9666095157828
52,1540,2023-11-26,Houston,61.34487674607244
53,1803,2023-05-18,New York,48.39868758745928
54,1006,2023-10-06,San Francisco,66.27498801017475
55,1473,2023-04-26,Los Angeles,357.09315226761015
56,1567,2023-12-04,San Francisco,37.213854836843026
57,1304,2023-09-07,Houston,303.3412256079783
58,1677,2023-07-16,Chicago,205.23657948764523
59,1641,2023-10-07,San Francisco,483.4131310995163
60,1074,2023-04-29,New York,433.48781464709134
61,1710,2023-06-22,Houston,489.0836376499039
62,1505,2023-01-18,New York,232.63178653503675
63,1732,2023-07-11,Chicago,87.38957777193698
64,1269,2023-09-23,Los Angeles,95.5648797978874
65,1012,2023-06-24,Chicago,59.995833261865116
66,1669,2023-10-02,Los Angeles,84.28517046875513
67,1713,2023-04-12,Chicago,156.9103685922502
68,1920,2023-12-24,San Francisco,305.19483221182213
69,1268,2023-08-30,San Francisco,235.40027661545207
70,1087,2023-02-13,New York,81.58037291348656
71,1054,2023-04-25,San Francisco,18.249103325630823
72,1817,2023-11-08,New York,203.22233727655615
73,1704,2023-02-14,New York,386.32899947401864
74,1117,2023-03-01,Houston,402.23689288300034
75,1839,2023-07-13,San Francisco,185.35627986896213
76,1447,2023-08-29,Chicago,62.447860579121254
77,1199,2023-09-13,Houston,32.31094257805962
78,1424,2023-05-30,New York,308.0060830180378
79,1419,2023-10-19,Chicago,344.7802069421777
80,1890,2023-01-29,Los Angeles,112.47053322450111
81,1280,2023-05-05,San Francisco,491.10025406377775
82,1549,2023-07-20,Los Angeles,462.80748563459656
83,1753,2023-03-31,San Francisco,340.11119903864807
84,1578,2023-08-27,Chicago,50.78480110954587
85,1626,2023-10-29,New York,82.84194262872212
86,1290,2023-03-03,San Francisco,127.11675689871007
87,1803,2023-02-13,Houston,259.6398964540846
88,1682,2023-08-06,Los Angeles,351.5528669298304
89,1442,2023-07-27,San Francisco,381.4047713186012
90,1721,2023-12-16,Houston,465.7813578737632
91,1063,2023-03-12,Los Angeles,310.50322770688547
92,1231,2023-06-23,Houston,137.88706847936393
93,1063,2023-09-05,Los Angeles,373.5390071339219
94,1393,2023-09-05,Los Angeles,22.49457244760183
95,1441,2023-02-04,San Francisco,326.07380123954425
96,1168,2023-02-09,San Francisco,123.89403745450315
97,1121,2023-10-23,New York,482.56829335706624
98,1718,2023-10-20,New York,498.3778014005954
99,1615,2023-09-19,San Francisco,375.3420782021284
100,1834,2023-08-24,San Francisco,103.8950294325055
101,1526,2023-10-27,New York,60.80526298749674
102,1310,2023-05-21,San Francisco,483.2931082060826
103,1468,2023-02-26,Los Angeles,177.47804189331103
104,1706,2023-07-09,Los Angeles,197.794421989449
105,1313,2023-01-08,New York,114.16171660612856
106,1118,2023-01-06,San Francisco,347.713903926534
107,1013,2023-05-10,Houston,114.08171898600598
108,1570,2023-05-26,San Francisco,369.2446257038495
109,1258,2023-04-15,Chicago,91.77031625804398
110,1604,2023-07-15,Houston,403.0646139587623
111,1613,2023-08-20,New York,419.40267258008123
112,1268,2023-01-10,Houston,495.9016417792761
113,1882,2023-06-17,Los Angeles,336.5232918692414
114,1576,2023-09-28,Houston,24.815299687332956
115,1442,2023-06-18,New York,398.47201472425974
116,1227,2023-07-19,Houston,195.55490111596492
117,1423,2023-02-07,Chicago,470.53200188820864
118,1469,2023-12-28,Houston,405.4005820389529
119,1335,2023-12-07,Chicago,126.7433706375632
120,1928,2023-09-16,Chicago,69.0087784180954
121,1306,2023-12-13,Los Angeles,8.77755784920363
122,1799,2023-10-28,Los Angeles,294.6782944229565
123,1074,2023-03-12,New York,19.453705757381805
124,1079,2023-02-07,Chicago,11.182543369072448
125,1766,2023-01-25,Los Angeles,451.93257486012396
126,1353,2023-01-19,San Francisco,11.610759267407824
127,1221,2023-04-22,Houston,169.16164436896636
128,1975,2023-03-20,Chicago,263.6695935388353
129,1064,2023-07-11,Houston,49.59544682557946
130,1600,2023-09-19,Houston,292.16480242355703
131,1107,2023-08-10,New York,115.65883400767429
132,1217,2023-08-05,Houston,220.83780679036698
133,1813,2023-05-28,Chicago,168.33865641372245
134,1785,2023-03-11,Chicago,250.30091571507853
135,1136,2023-05-08,Los Angeles,308.87639930057173
136,1116,2023-03-07,Los Angeles,493.92383592884863
137,1023,2023-06-04,Houston,396.877151791744
138,1407,2023-08-28,Chicago,85.25555344342202
139,1809,2023-10-28,Chicago,69.04355922335384
140,1927,2023-05-12,Los Angeles,372.2817567521354
141,1309,2023-06-12,San Francisco,261.98565210876023
142,1999,2023-07-01,New York,28.985081127750263
143,1131,2023-06-08,Chicago,246.707667938386
144,1130,2023-11-27,New York,120.84710448414401
145,1674,2023-03-10,New York,191.74465273267882
146,1682,2023-03-26,Chicago,135.74329937441237
147,1975,2023-11-12,Houston,271.9989871278703
148,1298,2023-04-07,Houston,186.4095308804828
149,1916,2023-04-08,San Francisco,395.06759990425263
150,1345,2023-12-05,Houston,371.9957910656491
151,1064,2023-09-28,New York,406.34446273932656
152,1920,2023-06-13,New York,459.47429545124123
153,1712,2023-09-28,Los Angeles,278.34768170096385
154,1941,2023-07-31,San Francisco,451.8694767919617
155,1113,2023-02-22,San Francisco,442.02799367726317
156,1061,2023-08-05,Los Angeles,322.9784350200602
157,1867,2023-02-24,San Francisco,116.05961285338186
158,1719,2023-01-25,New York,353.1289042184353
159,1323,2023-10-25,Houston,411.14144046201034
160,1811,2023-07-07,Houston,51.73756854627468
161,1650,2023-07-10,Chicago,393.99440948409506
162,1720,2023-04-21,San Francisco,154.71472517581782
163,1003,2023-01-29,Chicago,320.0412015022333
164,1990,2023-06-04,New York,466.4751753575412
165,1901,2023-12-29,Los Angeles,192.31387124720425
166,1476,2023-07-04,Los Angeles,53.22356214321055
167,1430,2023-12-17,Los Angeles,72.63780846183435
168,1672,2023-08-06,Chicago,382.25605562783346
169,1868,2023-08-13,Chicago,431.2677234411395
170,1302,2023-01-10,Los Angeles,61.10577560943254
171,1658,2023-01-10,Chicago,359.10472701328064
172,1363,2023-10-04,Chicago,375.1915214735232
173,1984,2023-09-14,Los Angeles,106.14582171748907
174,1149,2023-01-19,Chicago,305.2741256070902
175,1158,2023-06-28,Chicago,313.0637008388125
176,1804,2023-12-01,Chicago,478.7235729844354
177,1499,2023-11-10,New York,313.47377354823277
178,1770,2023-05-01,Los Angeles,448.2681665620478
179,1009,2023-05-31,New York,299.6881086608577
180,1329,2023-07-29,New York,398.27765003366136
181,1592,2023-10-08,New York,266.49203334675656
182,1457,2023-01-28,Houston,336.0972618854474
183,1355,2023-04-19,Houston,40.80109206389889
184,1249,2023-12-16,San Francisco,385.45516616796846
185,1775,2023-10-08,San Francisco,119.70221132070819
186,1120,2023-03-31,San Francisco,389.6857065759418
187,1286,2023-08-21,Chicago,241.24373329250847
188,1808,2023-06-19,Los Angeles,162.9546961693771
189,1536,2023-08-11,San Francisco,306.20590869508686
190,1577,2023-05-16,Houston,305.6805098191538
191,1167,2023-06-05,New York,493.4143666578945
192,1229,2023-06-28,Houston,159.54955318486668
193,1029,2023-05-25,Chicago,121.50696549651208
194,1131,2023-01-05,Chicago,107.3747373986264
195,1572,2023-05-02,Houston,13.681172500876574
196,1213,2023-07-30,Chicago,51.365705800790934
197,1211,2023-12-29,Houston,302.3754303031226
198,1425,2023-04-05,San Francisco,453.6810136738864
199,1909,2023-12-02,Los Angeles,257.97217118668175
200,1156,2023-04-21,Chicago,473.45513766141534
201,1458,2023-04-29,San Francisco,447.26069066154656
202,1544,2023-07-08,New York,23.497936400357887
203,1752,2023-02-04,San Francisco,282.16361316432295
204,1292,2023-08-29,Chicago,91.52150500695247
205,1361,2023-04-30,San Francisco,108.86209126020005
206,1698,2023-06-14,Los Angeles,227.45680659909812
207,1931,2023-06-10,Houston,193.5415396869676
208,1745,2023-10-03,New York,354.2041657081916
209,1127,2023-08-18,San Francisco,110.45325763700606
210,1708,2023-12-18,Los Angeles,180.53332885534985
211,1884,2023-01-20,San Francisco,143.4576668932574
212,1691,2023-12-26,New York,341.4284024263979
213,1678,2023-10-25,Chicago,221.65507754624406
214,1809,2023-02-01,Chicago,488.46695390712273
215,1018,2023-04-24,San Francisco,227.69553035381483
216,1444,2023-02-08,Houston,259.5976132345528
217,1903,2023-04-08,Los Angeles,393.45219068789606
218,1340,2023-08-18,New York,211.38739125016195
219,1356,2023-08-27,Chicago,178.04369367951708
220,1052,2023-02-22,San Francisco,447.5979515173946
221,1033,2023-02-19,Houston,37.957768157204356
222,1139,2023-09-04,San Francisco,225.69407171334151
223,1876,2023-11-06,Chicago,225.57304963528438
224,1483,2023-02-07,San Francisco,471.941319934089
225,1999,2023-11-23,New York,192.4843590835047
226,1489,2023-12-08,Los Angeles,320.85970863827896
227,1098,2023-03-21,San Francisco,487.4018534240485
228,1852,2023-02-22,Los Angeles,132.2460560071284
229,1338,2023-08-25,San Francisco,126.51819320696195
230,1853,2023-05-31,San Francisco,178.13466809034097
231,1096,2023-06-10,Chicago,81.80635214709662
232,1806,2023-10-23,San Francisco,477.41404410120424
233,1409,2023-10-29,Houston,452.82804203275634
234,1900,2023-06-22,Houston,144.89850203741997
235,1858,2023-04-06,Los Angeles,124.79983088828631
236,1297,2023-02-27,New York,89.79362308221633
237,1190,2023-07-13,New York,386.16563411375705
238,1755,2023-04-11,Los Angeles,178.94285739792625
239,1872,2023-01-31,Chicago,299.29112729129236
240,1964,2023-03-01,Los Angeles,288.6392406430634
241,1403,2023-08-16,Houston,30.668946064393726
242,1391,2023-01-15,Los Angeles,64.56463333042822
243,1325,2023-10-16,Houston,493.3400503600211
244,1916,2023-05-06,San Francisco,445.8425435274356
245,1055,2023-03-24,San Francisco,214.55509457551491
246,1279,2023-10-25,Los Angeles,130.21932280568
247,1372,2023-11-23,Los Angeles,484.47792541983125
248,1047,2023-07-18,San Francisco,201.83004525597252
249,1227,2023-05-03,Chicago,176.73640367424306
250,1164,2023-04-27,New York,493.2027543494443
251,1087,2023-02-09,New York,369.5232218386576
252,1945,2023-09-13,New York,57.77777844843571
253,1354,2023-11-27,Houston,454.19791490491076
254,1649,2023-05-12,Los Angeles,168.7591502030208
255,1819,2023-02-18,Houston,483.9096382881351
256,1450,2023-03-09,Chicago,80.24770888988436
257,1733,2023-10-07,San Francisco,399.1228454591581
258,1459,2023-01-02,San Francisco,369.58789544403055
259,1242,2023-06-27,New York,15.27298968860033
260,1845,2023-10-11,New York,40.007994954695086
261,1139,2023-10-19,New York,189.49893174173195
262,1671,2023-12-05,Los Angeles,98.31265565928803
263,1805,2023-07-27,Los Angeles,32.15609336819776
264,1238,2023-08-26,San Francisco,209.56558644772431
265,1909,2023-04-17,Los Angeles,114.84724902390133
266,1898,2023-05-30,San Francisco,177.33335048906756
267,1267,2023-05-12,Houston,337.81328028299237
268,1914,2023-05-12,Los Angeles,489.6786200804391
269,1652,2023-05-09,San Francisco,53.405364347210124
270,1751,2023-06-28,San Francisco,41.44365848224817
271,1428,2023-01-30,San Francisco,338.3003650375908
272,1868,2023-12-18,Los Angeles,441.23315429368404
273,1792,2023-03-27,San Francisco,266.9604461564131
274,1410,2023-12-25,New York,239.00027637584722
275,1056,2023-02-21,New York,459.40081061749055
276,1005,2023-07-30,New York,285.9774612999758
277,1043,2023-04-25,Los Angeles,153.16682217950213
278,1249,2023-12-17,Chicago,53.91767407927465
279,1728,2023-06-18,San Francisco,177.7982088764804
280,1261,2023-02-14,New York,415.1821173425158
281,1156,2023-09-15,San Francisco,232.46945405895673
282,1740,2023-02-08,New York,484.378751950476
283,1522,2023-04-30,New York,72.18501551683555
284,1814,2023-08-24,New York,76.08456113278976
285,1332,2023-12-21,New York,358.497205788422
286,1228,2023-03-30,Chicago,272.3986144754618
287,1871,2023-10-06,New York,216.1694016186472
288,1112,2023-02-17,Chicago,356.31076022949395
289,1351,2023-07-11,Los Angeles,32.77266822562339
290,1444,2023-02-19,Chicago,272.0740535991831
291,1195,2023-01-20,San Francisco,250.8604798810129
292,1054,2023-07-09,New York,285.44428271288996
293,1044,2023-09-20,New York,101.16441275799315
294,1239,2023-11-25,Los Angeles,321.6835267925908
295,1802,2023-04-28,San Francisco,36.43612723652923
296,1481,2023-01-20,Houston,100.00415793232825
297,1294,2023-06-23,Los Angeles,323.9370429846522
298,1093,2023-10-27,San Francisco,192.02768291488118
299,1876,2023-07-31,New York,379.5759049981716
300,1767,2023-01-06,Houston,349.992049922151
301,1184,2023-04-07,Chicago,108.28517794497289
302,1809,2023-01-31,New York,328.0540196299566
303,1675,2023-07-21,Los Angeles,305.65033237989064
304,1815,2023-08-14,San Francisco,244.15738024708034
305,1508,2023-03-20,Houston,99.02545581926935
306,1612,2023-12-19,New York,225.7338350238033
307,1343,2023-11-24,Los Angeles,265.9322316745364
308,1277,2023-08-18,Los Angeles,300.2803104719164
309,1357,2023-05-04,Houston,399.8181753194386
310,1442,2023-06-03,San Francisco,73.07999346787153
311,1173,2023-04-28,San Francisco,346.85843550190566
312,1283,2023-06-28,Chicago,220.83225451159566
313,1628,2023-04-16,Los Angeles,353.9236359498788
314,1356,2023-11-27,San Francisco,215.83743056360174
315,1607,2023-08-06,San Francisco,282.2196448807147
316,1867,2023-01-15,Los Angeles,456.4395233354727
317,1608,2023-07-13,New York,216.53038211430402
318,1058,2023-06-23,San Francisco,475.558369167196
319,1443,2023-08-05,Houston,133.23978838272294
320,1954,2023-10-21,Chicago,75.45068542434966
321,1590,2023-04-02,Houston,493.2480707036007
322,1606,2023-06-17,San Francisco,437.17562541054303
323,1370,2023-08-27,San Francisco,454.83370394649717
324,1315,2023-12-20,Los Angeles,214.02791876997134
325,1926,2023-08-04,Chicago,124.89127513311342
326,1145,2023-06-24,New York,304.0098791518038
327,1061,2023-05-23,San Francisco,63.359558889410266
328,1611,2023-10-24,New York,55.940964508246495
329,1353,2023-03-11,New York,278.79707487998724
330,1488,2023-01-06,Chicago,293.1726194288218
331,1661,2023-12-11,New York,224.8919581930591
332,1311,2023-04-16,Los Angeles,109.22700191631738
333,1359,2023-07-20,Los Angeles,462.5073695468132
334,1390,2023-06-16,Los Angeles,361.43926460087937
335,1372,2023-05-09,Chicago,226.66250079206966
336,1396,2023-01-23,New York,202.9737287404027
337,1198,2023-10-20,Chicago,27.485057982004584
338,1156,2023-07-24,New York,144.37310949312953
339,1578,2023-02-03,Los Angeles,415.2457997215705
340,1158,2023-04-28,San Francisco,372.39098754836783
341,1187,2023-01-03,Chicago,141.58391829352584
342,1907,2023-05-16,Houston,34.83766934989586
343,1783,2023-04-23,San Francisco,199.70351230973475
344,1996,2023-03-05,San Francisco,12.975874274621397
345,1985,2023-09-21,Chicago,68.73528626345168
346,1367,2023-12-13,Houston,400.9879389314578
347,1263,2023-10-01,Los Angeles,85.16902875162107
348,1409,2023-11-28,Houston,133.768573766164
349,1753,2023-02-05,San Francisco,400.12851689371723
350,1022,2023-08-06,New York,45.78838541261549
351,1191,2023-07-07,Chicago,60.52335006520922
352,1283,2023-02-18,San Francisco,12.275128665266429
353,1786,2023-10-07,Los Angeles,312.2151550515314
354,1890,2023-05-06,San Francisco,156.66840067396816
355,1046,2023-11-24,Los Angeles,461.8420967285142
356,1002,2023-11-17,Los Angeles,434.4997131820372
357,1122,2023-01-19,San Francisco,228.00058663866895
358,1433,2023-11-04,San Francisco,410.41444305611554
359,1353,2023-10-29,Chicago,33.194536132283915
360,1483,2023-04-14,Houston,454.96908774745526
361,1168,2023-07-27,Los Angeles,182.4359570061998
362,1840,2023-07-22,New York,492.4654065581783
363,1536,2023-07-04,Chicago,492.01549871277047
364,1005,2023-06-22,Los Angeles,255.5459129994049
365,1820,2023-02-28,San Francisco,349.5633046870957
366,1177,2023-10-20,New York,405.83417924023667
367,1090,2023-08-11,Chicago,294.29912043038377
368,1031,2023-06-16,Houston,81.08178571848083
369,1726,2023-08-03,Houston,271.8226804512639
370,1310,2023-03-08,Houston,351.23703455811824
371,1714,2023-06-12,Los Angeles,455.2016640817759
372,1535,2023-11-20,Houston,7.963612036379389
373,1164,2023-11-06,San Francisco,432.8404764192095
374,1245,2023-12-02,Houston,104.81333672345271
375,1110,2023-01-29,Chicago,65.71392860491628
376,1880,2023-03-05,Houston,487.88692521245963
377,1007,2023-04-06,San Francisco,72.82946317343371
378,1762,2023-07-04,Los Angeles,131.58620972166284
379,1492,2023-10-22,Houston,359.9551196701639
380,1846,2023-04-29,New York,232.7688765589312
381,1247,2023-01-18,Houston,380.315100107066
382,1821,2023-09-15,New York,261.60018856016046
383,1639,2023-08-24,Houston,324.28048655283567
384,1416,2023-10-29,Houston,236.66868706443236
385,1682,2023-06-03,Los Angeles,368.40164934515883
386,1009,2023-10-27,Los Angeles,84.91132255539456
387,1087,2023-07-16,Los Angeles,199.94732446602526
388,1052,2023-02-10,Houston,66.53451689267766
389,1689,2023-10-02,Houston,238.1442753514091
390,1818,2023-09-12,Los Angeles,319.30511746783304
391,1372,2023-12-31,San Francisco,60.72013316528992
392,1909,2023-01-16,New York,427.80257295529634
393,1975,2023-09-04,Los Angeles,354.97040552647
394,1962,2023-11-05,Houston,95.69123140229368
395,1077,2023-06-03,Houston,25.628606894023537
396,1568,2023-09-20,Houston,48.47594268049897
397,1486,2023-03-24,Chicago,490.5616700027988
398,1096,2023-08-04,New York,69.79660673567851
399,1815,2023-02-24,Chicago,61.06066921236265
400,1183,2023-11-01,Los Angeles,54.1068316064669
401,1352,2023-06-16,New York,152.1667178242993
402,1446,2023-05-24,Houston,491.47191517577716
403,1828,2023-12-22,San Francisco,63.720529434705014
404,1350,2023-08-03,Los Angeles,260.63505153758535
405,1821,2023-02-14,San Francisco,191.87858813373208
406,1367,2023-06-06,Houston,258.3976245059244
407,1839,2023-12-24,New York,414.89926050563145
408,1172,2023-02-23,San Francisco,486.17144513526955
409,1095,2023-04-14,Chicago,310.4722055519699
410,1448,2023-07-31,New York,307.3502809646005
411,1276,2023-01-21,San Francisco,112.60480635709116
412,1316,2023-06-20,Los Angeles,16.87513523411424
413,1205,2023-11-03,San Francisco,327.30627350513515
414,1112,2023-02-01,New York,333.3726168359272
415,1581,2023-12-21,Houston,304.1342413166384
416,1038,2023-08-19,New York,50.020924229637366
417,1123,2023-11-08,Los Angeles,386.63375515166365
418,1287,2023-04-16,Chicago,247.29542617048196
419,1851,2023-08-04,Chicago,77.33737606006872
420,1256,2023-08-20,Chicago,286.6760971323756
421,1266,2023-11-21,San Francisco,454.0863656157163
422,1479,2023-03-07,San Francisco,159.18562056916863
423,1808,2023-07-09,San Francisco,344.8329285308052
424,1415,2023-05-14,Los Angeles,324.7927127762117
425,1381,2023-05-12,San Francisco,412.6738042351558
426,1482,2023-10-07,New York,208.1067030685679
427,1797,2023-02-17,Houston,79.71896874253589
428,1819,2023-06-17,New York,116.25397465795815
429,1813,2023-11-10,San Francisco,294.19942625671496
430,1629,2023-09-20,Houston,458.5899718174797
431,1342,2023-06-10,New York,475.9888584613667
432,1111,2023-11-09,Houston,143.79128768350085
433,1314,2023-09-18,San Francisco,192.62042228195992
434,1776,2023-05-08,Los Angeles,495.7883211182341
435,1896,2023-04-04,Los Angeles,5.150184648169308
436,1063,2023-03-13,New York,103.99716092294025
437,1429,2023-05-23,Los Angeles,75.41621541096305
438,1468,2023-01-08,New York,463.0460620500674
439,1155,2023-05-20,Los Angeles,294.065387791364
440,1087,2023-05-26,Los Angeles,77.15187115739471
441,1275,2023-01-30,Los Angeles,83.885382483689
442,1811,2023-03-28,Houston,30.72036824300797
443,1360,2023-08-17,Houston,303.8161953268088
444,1879,2023-03-12,Houston,437.5587781346257
445,1133,2023-04-03,Los Angeles,77.99948640538965
446,1193,2023-04-23,Los Angeles,24.904627401846923
447,1168,2023-09-25,Houston,401.0841575000693
448,1023,2023-12-13,San Francisco,56.963067040427234
449,1316,2023-07-27,Chicago,432.85016199348416
450,1258,2023-12-24,Los Angeles,384.92765728423643
451,1971,2023-08-24,San Francisco,245.23383423299774
452,1958,2023-10-08,New York,479.4232493886153
453,1675,2023-04-09,Los Angeles,449.3873195512166
454,1242,2023-01-12,New York,428.7405108744522
455,1402,2023-03-07,Los Angeles,397.53118129313543
456,1012,2023-04-27,San Francisco,429.26781207203067
457,1747,2023-12-11,Los Angeles,27.534141168061687
458,1857,2023-03-22,Los Angeles,346.4266248850057
459,1679,2023-12-12,Chicago,150.7308671948269
460,1969,2023-05-23,New York,167.95347466734424
461,1171,2023-12-24,Los Angeles,420.21031527542567
462,1256,2023-12-17,Los Angeles,364.3551405241621
463,1323,2023-08-04,Los Angeles,187.95598996702552
464,1117,2023-04-30,Los Angeles,320.30938224739697
465,1430,2023-04-22,Los Angeles,376.55845964254695
466,1230,2023-03-13,Houston,139.09128833196934
467,1108,2023-09-10,San Francisco,370.9291211235474
468,1452,2023-02-18,Houston,182.87027163095613
469,1243,2023-11-11,San Francisco,349.48190272831545
470,1091,2023-05-07,Los Angeles,240.59816426237552
471,1109,2023-06-19,New York,158.50718428588985
472,1225,2023-08-24,Chicago,215.1281425030107
473,1946,2023-01-15,New York,316.85009557859956
474,1401,2023-01-05,Los Angeles,20.705030975707444
475,1576,2023-02-11,New York,410.8134011727067
476,1562,2023-08-06,Houston,193.33353677546583
477,1491,2023-08-25,Los Angeles,262.5181921055443
478,1731,2023-03-29,Chicago,71.70979163603027
479,1529,2023-05-16,Chicago,459.2279540426208
480,1353,2023-12-29,Chicago,297.31384668485066
481,1945,2023-11-23,New York,102.17845216213942
482,1476,2023-03-01,New York,454.4168775648864
483,1732,2023-08-01,Chicago,328.83825008678843
484,1167,2023-01-20,Los Angeles,238.78329957922213
485,1189,2023-09-29,San Francisco,485.64230041257775
486,1846,2023-11-10,Chicago,493.2525220847421
487,1720,2023-05-31,New York,224.21491632080577
488,1604,2023-04-28,San Francisco,340.49210468434
489,1489,2023-04-09,Chicago,369.7323086536913
490,1413,2023-12-10,Chicago,410.7063885387858
491,1357,2023-07-31,New York,372.2554759781487
492,1490,2023-02-11,New York,155.90970042630445
493,1855,2023-03-11,San Francisco,207.82789925067505
494,1338,2023-10-09,San Francisco,457.147663454573
495,1239,2023-08-02,Houston,274.98699178066624
496,1134,2023-09-12,Los Angeles,16.785451000046947
497,1712,2023-11-30,Los Angeles,22.804755561408104
498,1806,2023-06-13,Los Angeles,289.929583571322
499,1657,2023-02-24,San Francisco,370.9383033332587
500,1230,2023-06-23,New York,444.38925023709
501,1514,2023-01-19,New York,5.834741471017298
502,1565,2023-03-17,San Francisco,206.80125473329292
503,1412,2023-11-29,San Francisco,330.5719454651819
504,1845,2023-10-09,San Francisco,419.6504181435711
505,1965,2023-11-11,San Francisco,421.0704629998556
506,1444,2023-11-25,San Francisco,156.0664228937158
507,1369,2023-11-01,Los Angeles,421.3687025626345
508,1927,2023-11-20,New York,179.76105615224174
509,1715,2023-12-18,Houston,188.87448375769569
510,1048,2023-06-30,Houston,56.167198784557705
511,1731,2023-01-23,New York,221.1694816178735
512,1573,2023-10-05,Chicago,373.3684863007543
513,1193,2023-10-13,Chicago,44.68274218577575
514,1613,2023-01-10,Houston,410.1273822655498
515,1172,2023-03-31,Chicago,479.5751249432459
516,1129,2023-05-14,Chicago,130.06541125512481
517,1279,2023-01-09,New York,108.70218472822108
518,1341,2023-05-07,New York,489.10312735447565
519,1904,2023-06-12,Los Angeles,44.2798324316186
520,1208,2023-05-22,Los Angeles,399.411557087524
521,1390,2023-04-16,Los Angeles,86.56977110871279
522,1416,2023-01-24,San Francisco,200.1969645487015
523,1152,2023-03-21,New York,399.83427646469704
524,1488,2023-04-17,New York,337.72222178951745
525,1885,2023-09-11,New York,428.28649518167447
526,1978,2023-01-09,Los Angeles,63.61209930702013
527,1615,2023-10-01,Los Angeles,207.4627972320422
528,1643,2023-10-25,San Francisco,287.03550744656326
529,1825,2023-03-25,Houston,259.8273602654599
530,1995,2023-09-03,Houston,263.20696072452523
531,1226,2023-04-16,Los Angeles,482.07197620184314
532,1038,2023-12-10,New York,360.5766254799994
533,1263,2023-08-11,Houston,251.79344438262825
534,1068,2023-08-13,San Francisco,189.27978367550688
535,1877,2023-03-08,Chicago,86.32679832793151
536,1223,2023-03-26,Chicago,111.5310310666425
537,1229,2023-04-21,New York,471.53033029474045
538,1521,2023-03-26,Los Angeles,383.1591009053865
539,1694,2023-02-01,Los Angeles,403.86854427008456
540,1302,2023-06-06,Houston,261.51779284829604
541,1428,2023-07-15,Houston,281.42411694315877
542,1471,2023-03-27,New York,61.66318936812755
543,1999,2023-09-22,New York,389.30307501024953
544,1503,2023-11-05,New York,289.0513363804453
545,1067,2023-04-18,Los Angeles,305.2322089256489
546,1454,2023-11-25,New York,250.9664239276069
547,1912,2023-06-27,San Francisco,32.188769052779236
548,1075,2023-03-13,San Francisco,434.23301481923096
549,1575,2023-12-05,San Francisco,311.39532967909884
550,1372,2023-01-19,Chicago,120.81581301427963
551,1251,2023-10-23,New York,241.20134156122973
552,1596,2023-01-02,San Francisco,112.27771323859464
553,1620,2023-05-24,San Francisco,53.90616295381185
554,1694,2023-03-07,New York,110.32395744766096
555,1679,2023-07-13,Houston,304.3894676832628
556,1145,2023-11-19,Chicago,465.9730717199339
557,1959,2023-03-16,San Francisco,488.21864423620355
558,1523,2023-04-12,Houston,136.46934177516843
